ObjectID,Object Number,Sort Number,Dept,Maker,Alpha Sort,Title,Date,Begin Date,End Date,Medium,Dimensions,Credit Line,ClassificationTerm,Copyright,Photo Credit,Primary Image URL,Primary Image Filename
32802,y1985-36,1985   36y,EPS,"Hendrick Goltzius, Netherlandish, 1558 - 1617","Goltzius, Hendrick",Man of Sorrows with a Chalice (Christ as Redeemer),1614,1614,1614,Oil on wood panel,"89 x 78.7 cm. (35 1/16 x 31 in.)
frame: 107.3 x 97.2 x 5.4 cm. (42 1/4 x 38 1/4 x 2 1/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-36.jpg,y1985-36.jpg
32898,y1985-38,1985   38y,American,"Winslow Homer, American, 1836–1910","Homer, Winslow",At the Window,1872,1872,1872,Oil on canvas,"57 x 40 cm. (22 7/16 x 15 3/4 in.)
frame: 80.7 × 63 × 5.2 cm (31 3/4 × 24 13/16 × 2 1/16 in.)","Gift of Francis Bosak, Class of 1931, and Mrs. Bosak",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-38.jpg,y1985-38.jpg
32845,y1985-48,1985   48y,AAA,Late Formative or Early Classic; Maya,Formative; Maya,Shell depicting a marine deity,ca. A.D. 200,100,300,Spondylus shell with cinnabar,11 x 10.8 x 4.8 x 11 cm. (4 5/16 x 4 1/4 x 1 7/8 x 4 5/16 in.),Museum purchase with funds given by Carl D. Reimers,"incising, ornament, pectorals",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-48_1.jpg,y1985-48_1.jpg
33030,y1985-58,1985   58y,Asian,"Indian, Gupta",Gupta,Seated male figure,5th century A.D.,400,499,Red terracotta,"h. 31.0 cm., w. 24.5 cm., d. approx 14 cm. (12 3/16 x 9 5/8 x 5 1/2 in.)","Museum purchase, gift of Sally Sample Aall, through the Port Royal Foundation, Inc., and Mrs. Patrick J. Kelleher in memory of Patrick J. Kelleher, Graduate School Class of 1947 and director of the Princeton University Art Museum (1960-1972)","figurines, sculpture, terracottas",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-58.jpg,y1985-58.jpg
32921,y1985-76,1985   76y,African,Kuba artist,Kuba,Vessel,late 19th–20th century,1870,1999,Wood,"h. 21.2 cm., diam. 10.2 cm. (8 3/8 x 4 in.)","Gift of Perry E. H. Smith, Class of 1957","goblets, vessel",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1985-76.jpg,y1985-76.jpg
16210,x1986-19,1986   19x,P&D,"Théodore Géricault, French, 1791–1824","Gericault, Theodore",Satyr and Nymph,1817,1817,1817,"Black chalk, brown wash, white gouache on brown prepared paper",22.2 x 18.2 cm. (8 3/4 x 7 3/16 in.),"Museum purchase, gift of Mrs. George L. Craig Jr., in memory of her husband, Class of 1921","drawings, drawings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1986-19.jpg,x1986-19.jpg
32836,y1986-35 a-b,1986   35ya    b,Asian,"Japanese; Edo period, 1600–1868",Japanese; Edo period,K?daiji box with cover (???????),early 17th century,1600,1629,"Wood with lacquer, gold, and silver paste","h. 12.7 cm., diam. 24.7 cm. (5 x 9 3/4 in.)",Museum purchase,box (container),,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1986-35.jpg,y1986-35.jpg
32970,y1986-67,1986   67y,ABI,"Greek, Attic",Attic,Grave stele of Mnesikles,ca. 400–350 B.C.,-400,-350,Pentelic marble,"h. 66.5 cm., w. 27.5 cm., d. 6.3 cm. (26 3/16 x 10 13/16 x 2 1/2 in.)
","Museum purchase, Fowler McCormick, Class of 1921, Fund","funerary art, relief, sculpture, stelae",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1986-67.jpg,y1986-67.jpg
33070,y1986-75,1986   75y,EPS,"Édouard Vuillard, French, 1868–1940","Vuillard, Édouard",Woman in an Interior (Madame Hessel at Les Clayes),1935,1935,1935,Oil on paper,"40.9 x 55.7 cm. (16 1/8 x 21 15/16 in.)
frame: 62 × 78 × 7 cm (24 7/16 × 30 11/16 × 2 3/4 in.)","Bequest of Clinton Wilder, Class of 1943",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1986-75.jpg,y1986-75.jpg
32983,y1986-84,1986   84y,American,"Henry Benbridge, American, 1743–1812","Benbridge, Henry",The Hartley Family,ca. 1787,1782,1792,Oil on canvas,"194 x 151 cm. (76 3/8 x 59 7/16 in.)
frame: 221.9 × 178.4 × 9 cm (87 3/8 × 70 1/4 × 3 9/16 in.)","Gift of Maitland A. Edey, Class of 1932","group portraits, oil paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1986-84.jpg,y1986-84.jpg
32967,y1986-103,1986  103y,African,Pende or Yaka artist,Pende,Chief's hat,20th century,1900,1999,Woven fiber and trade beads,"h. 14.5 cm., diam. 19.5 cm. (5 11/16 x 7 11/16 in.)","Gift of Perry E. H. Smith, Class of 1957","beadwork, hats, textiles",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1986-103_1.jpg,y1986-103_1.jpg
33083,y1987-37,1987   37y,AAA,Early Intermediate; Salinar,Early Intermediate Period; Salinar,Vessel in the form of a monkey,200 B.C.–A.D. 100,-200,100,Ceramic with orange and cream slip,"h. 17.0 cm., w. 11.5 cm., d. 19.5 cm. (6 11/16 x 4 1/2 x 7 11/16 in.)",Museum purchase,"ceramics, sculpture, vessel",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1987-37_1.jpg,y1987-37_1.jpg
32213,y1987-66,1987   66y,AAA,Early Formative; Tlatilco,Formative; Tlatilco,Duck-billed maskette,1500–1200 B.C.,-1500,-1200,Ceramic with traces of pigment,"h. 10.2 cm., w. 9.4 cm., d. 6.9 cm. (4 x 3 11/16 x 2 11/16 in.)","Museum purchase, gift of Mr. and Mrs. John H. Elliott","faces, masks (costume), ornament, pendants (jewelry)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1987-66.jpg,y1987-66.jpg
33048,y1988-1,1988    1y,ABI,Greek,Greek,"Vessel handle with rams, lions, and Gorgon head",ca. 600–590 B.C.,-600,-590,Cast bronze,"h. 23.5 cm., w. 16.5 cm., d. 20.4 cm. (9 1/4 x 6 1/2 x 8 1/16 in.)","Museum purchase, Carl Otto von Kienbusch Jr., Memorial Collection Fund","handles: tool components, hydriae",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1988-1.jpg,y1988-1.jpg
33195,y1988-12,1988   12y,AAA,Late Classic; Classic Veracruz,Classic; Classic Veracruz,Ceremonial ball game hip protector,A.D. 600–900,600,900,Granite with traces of red pigment,"h. 12.0 cm., w. 37.0 cm., d. 40.5 cm. (4 3/4 x 14 9/16 x 15 15/16 in.)","Museum purchase, gift of the Friends of The Art Museum in honor of the sixtieth birthday of Gillett G. Griffin","ceremonial objects, relief",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1988-12_1.jpg,y1988-12_1.jpg
16541,x1988-108,1988  108x,P&D,"John La Farge, American, 1835–1910","La Farge, John",Study of Afterglow from Nature (Tahiti: Entrance to Tautira Valley),1891,1891,1891,Watercolor and gouache with graphite and black colored pencil on cream wove paper,21.2 x 33.2 cm. (8 3/8 x 13 1/16 in.),"Museum purchase, gift of Leonard L. Milberg, Class of 1953","drawing, watercolors",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1988-108.jpg,x1988-108.jpg
16615,x1989-3,1989    3x,Photo,"Édouard Baldus, French, born in Prussia, 1813–1889","Baldus, Édouard",The New Imperial Library of the Louvre,1856–57,1856,1857,Salted paper print,41.2 x 32 cm. (16 1/4 x 12 5/8 in.),"Museum purchase, gift of the Florence Gould Foundation","black-and-white photographs, black-and-white photography, salted paper prints",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1989-3.jpg,x1989-3.jpg
33277,y1989-18 a-b,1989   18ya    b,Asian,"Japanese; Muromachi period, 1333–1568",Japanese; Muromachi period,White Lotuses,ca. late 14th century,1370,1399,Pair of hanging scrolls; ink on paper,"Painting (each): 82.5 x 55.5 cm. (32 1/2 x 21 7/8 in.)
Mount (each): 172 x 49 cm. (67 11/16 x 19 5/16 in.)","Museum purchase, gift of the Friends of The Princeton University Art Museum","hanging scrolls, Japanese painting styles, scroll paintings",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-18B.jpg,y1989-18B.jpg
33213,y1989-22,1989   22y,ABI,Roman,Roman,Statuette of an imperial woman,ca. 300–350 A.D.,300,350,Bone,"h. 19.7 cm., diam. base 3.3 cm. (7 3/4 x 1 5/16 in.)","Museum purchase, Caroline G. Mather Fund",statue,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-22_OBL.jpg,y1989-22_OBL.jpg
33185,y1989-24,1989   24y,ABI,Roman; Tiberian to Julio-Claudian,Roman; Tiberian--early Claudian,Statue of Dionysos,ca. 14–45 A.D.,14,45,Marble,"h. 99.6 cm., w. 31.6 cm., d. 25.9 cm. (39 3/16 x 12 7/16 x 10 3/16 in.)","Museum purchase, gift of John B. Elliott, Class of 1951",statue,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-24.jpg,y1989-24.jpg
33158,y1989-28,1989   28y,ABI,"Greek, Tarentine",Greek,Statuette of Nike,mid 3rd century B.C.,-269,-230,Terracotta,"h. (preserved) 19.7 cm., w. 6.8 cm., d. 5.3 cm. (7 3/4 x 2 11/16 x 2 1/16 in.)","Museum purchase, gift of friends and colleagues in honor of Frances Follin Jones","ceramics, figure (representation), statue, terracottas",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-28.jpg,y1989-28.jpg
33104,y1989-31,1989   31y,ABI,East Greek; attributed to the Aphrodite Group,East Greek; Aphrodite Group,Oil bottle in the form of a Siren,ca. 550-525 B.C.,-550,-525,Ceramic,"h. 13.1 cm., w. 19.7 cm., diam. 9.2 cm. (5 3/16 x 7 3/4 x 3 5/8 in.)","Museum Purchase, Gift of John B. Elliott, Class of 1951","bottle, ceramics",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-31_FRN.jpg,y1989-31_FRN.jpg
33281,y1989-41,1989   41y,ABI,Roman; Hadrianic or Antonine,Roman; Hadrianic,Funeral monument of a charioteer,ca. 130–140 A.D.,130,140,Fine grained marble,"preserved: h. 57.6 cm., w. 63.0 cm., d. 51.2 cm. (22 11/16 x 24 13/16 x 20 3/16 in.)","Museum purchase, gift of John B. Elliott, Class of 1951","sculpture, sepulchral monuments",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-41.jpg,y1989-41.jpg
33239,y1989-51,1989   51y,ABI,Roman,Roman,Waterspout in the form of a hound,early 1st century A.D.,0,29,Terracotta,"h. 44.5 cm., l. 63.0 cm., w. 48.0 cm. (17 1/2 x 24 13/16 x 18 7/8 in.)","Museum purchase, gift of John B. Elliott, Class of 1951","ceramics, terracottas, waterspout",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-51.jpg,y1989-51.jpg
33227,y1989-90 a-b,1989   90ya    b,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Ear spools,A.D. 1400–1520,1400,1520,"Obsidian, rock crystal, jade, and gold","h. 1.8 cm., diam. 3.7 cm. (11/16 x 1 7/16 in.)","Museum purchase, gift of Herbert L. Lucas, Class of 1950","earspools, ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-90A-B.jpg,y1989-90A-B.jpg
33295,y1989-93,1989   93y,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Labret,A.D. 1400–1520,1400,1520,"Red meca obsidian, turquoise, and shell","h. 1.6 cm., w. 4.7 cm., d. 2.4 cm. (5/8 x 1 7/8 x 15/16 in.)","Museum purchase, gift of Herbert L. Lucas, Class of 1950","jewelry, labret, ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1989-93.jpg,y1989-93.jpg
33368,y1990-13,1990   13y,AAA,Late Postclassic; Eastern Nahua,Postclassic; Eastern Nahua,Eagle effigy vessel,ca. A.D. 1450,1300,1521,Ceramic with polychrome slip,"h. 20.4 cm., w. 21.3 cm., d. 29.3 cm. (8 1/16 x 8 3/8 x 11 9/16 in.)","Museum purchase, bequest of Gilbert S. McClintock, by exchange","ceramics, effigies, spouts, vessel",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1990-13_x.jpg,x1990-13_x.jpg
33230,y1990-15,1990   15y,AAA,Early Intermediate (Middle Nasca); Nasca,Early Intermediate Period; Nasca,Vessel in the form of a seated man,A.D. 330–430,330,430,Ceramic with polychrome slip,"h. 11.7 cm., diam. 10.4 cm. (4 5/8 x 4 1/8 in.)",Gift of Carol R. Meyer in honor of Gillett G. Griffin,"ceramics, spouts, vessel",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1990-15.jpg,y1990-15.jpg
17473,x1990-55,1990   55x,Photo,"Anna Atkins, British, 1799–1871","Atkins, Anna","Asplenium Braziliense, S. America",1854,1854,1854,Cyanotype,"34.6 x 24.5 cm. (13 5/8 x 9 5/8 in.)
mount: 48.3 x 37.5 cm. (19 x 14 3/4 in.)","Museum purchase, anonymous gift","color photographs, color photography, cyanotypes",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1990-55.jpg,x1990-55.jpg
33418,y1990-71,1990   71y,AAA,Late Classic; Maya,Classic; Maya,Seated male figure with a frame for a mirror,A.D. 600–800,600,850,Wood with traces of stucco,"preserved: h. 33.8 cm., w. 18.2 cm., d. 14.0 cm. (13 5/16 x 7 3/16 x 5 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","figure (representation), mirror, statues",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1990-71_view_a.jpg,y1990-71_view_a.jpg
33507,y1990-90,1990   90y,African,Yaka artist,Yaka,Mask,late 19th–20th century,1870,1999,"Wood, kaolin, fibers, and grass","overall: h. 58.5 cm. (23 1/16 in.) 
excluding raffia: h. 53.5 cm. (21 1/16 in.)","Gift of Perry E. H. Smith, Class of 1957","mask (costume), sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1990-90_FRN.jpg,y1990-90_FRN.jpg
17552,x1991-2,1991    2x,Photo,"Henry Peach Robinson, British, 1830–1901","Robinson, Henry Peach",When the Day's Work is Done,1877,1877,1877,Albumen print,"image: 54.3 x 75.7 cm. (21 3/8 x 29 13/16 in.)
mount: 75.4 x 96.0 cm. (29 11/16 x 37 13/16 in.)
frame: 70.2 x 91.8 x 2.2 cm","Museum purchase, anonymous gift","albumen prints, black-and-white photographs, black-and-white photography",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1991-2.jpg,x1991-2.jpg
17972,x1991-3.2,1991    3x    2,Photo,"Ruth Bernhard, American, born Germany, 1905–2006","Bernhard, Ruth",Classic Torso,"1952, printed 1982",1952,1952,Gelatin silver print,"34.2 x 26 cm. (13 7/16 x 10 1/4 in.)
mount: 50.8 x 40.6 cm. (20 x 16 in.)",Gift of the artist,"black-and-white photographs, black-and-white photography, gelatin silver prints",© Trustees of Princeton University,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/x1991-3-2.jpg,x1991-3-2.jpg
33539,y1991-5,1991    5y,American,"Frederic Remington, American, 1861–1909","Remington, Frederic",Coming through the Rye,1902,1902,1902,Bronze,73 × 72 × 73 cm (28 3/4 × 28 3/8 × 28 3/4 in.),"Gift of Laurance S. Rockefeller, Class of 1932","bronzes, sculpture",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1991-5_FRN.jpg,y1991-5_FRN.jpg
33540,y1991-6,1991    6y,AAA,Late Classic; Maya,Classic; Maya,Mosaic mirror,A.D. 600–800,600,800,Hematite (12 hematite fragments affixed to a stone backing),"diam. 10.5 cm. (4 1/8 in.)
b: h. 2.7 cm., w. 2.3 cm. (1 1/16 x 7/8 in.)",Gift of Mr. and Mrs. Kenneth Bower,"ceremonial objects, mirror",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1991-6.jpg,y1991-6.jpg
33564,y1991-41,1991   41y,EPS,"Abraham Bloemaert, Dutch, 1566–1651","Bloemaert, Abraham",The Four Evangelists,ca. 1612–15,1612,1615,Oil on canvas,"179 x 227.3 cm. (70 1/2 x 89 1/2 in.)
frame: 212.1 x 260.7 x 13.3 cm. (83 1/2 x 102 5/8 x 5 1/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1991-41.jpg,y1991-41.jpg
33721,y1992-2,1992    2y,Asian,"Japanese; Kofun period, 300–710",Japanese; Kofun period,Haniwa tomb figure,ca. 6th century,500,599,Earthenware with traces of pigment,"h. 50.0 cm., w. 25.3 cm., d. approx. 18.7 cm. (19 11/16 x 9 15/16 x 7 3/8 in.)","Museum purchase with funds given by Duane E. Wilder, Class of 1951","ceramics, figurines, funerary art, haniwa, tomb figures",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1992-2.jpg,y1992-2.jpg
33665,y1992-14,1992   14y,EPS,"Peter Paul Rubens and Studio, Flemish, 1577–1640","Rubens, Peter Paul",Cupid Supplicating Jupiter,ca. 1611–15,1611,1615,Oil on canvas,"240.5 x 191.8 cm. (94 11/16 x 75 1/2 in.)
frame: 267.7 x 218.8 x 15.9 cm. (105 3/8 x 86 1/8 x 6 1/4 in.)","Gift of the Forbes Magazine Collection: Malcolm S. Forbes, Class of 1941, Steve Forbes, Class of 1970, and Christopher Forbes, Class of 1972",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1992-14.jpg,y1992-14.jpg
33737,y1992-22,1992   22y,Asian,"Chinese; Northern Song dynasty, 960–1127; Huang Tingjian ???, 1045 - 1105",Chinese; Northern Song; Huang Tingjian,Scroll for Zhang Datong (Zeng Zhang Datong guwen ti ji ?????? **),1100,1100,1100,Handscroll; ink on paper,"Calligraphy: 34.1 x 552.9 cm. (13 7/16 x 217 11/16 in.)
Colophons: 34.8 x 303.3 cm. (13 11/16 x 119 7/16 in.)
Mount: h. 36.4 cm. (14 5/16 in.)","Gift of John B. Elliott, Class of 1951","calligraphy (visual work), calligraphy (writing), handscroll",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1992-22-1.jpg,y1992-22-1.jpg
33643,y1992-50,1992   50y,ABI,Roman,Roman,Miniature statuette of Herakles,2nd century A.D.,100,199,Chalcedony,"h. 3.5 cm., w. 3.2 cm., d. 1.6 cm. (1 3/8 x 1 1/4 x 5/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","figurine, gems",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1992-50_OBL.jpg,y1992-50_OBL.jpg
33669,y1992-55,1992   55y,African,Pende artist,Pende,Pendant in the form of a miniature mask,late 19th–20th century,1870,1999,Ivory,"h. 4.2 cm., w. 2.9 cm., d. 2.0 cm. (1 5/8 x 1 1/8 x 13/16 in.)","Gift of Perry E. H. Smith, Class of 1957","ceremonial objects, ornament, pendant (jewelry)",,,artimage.princeton.edu/files/ProductionJpegs/INV009208.jpg,INV009208.jpg
33548,y1992-56,1992   56y,African,Pende artist,Pende,Pendant in the form of a miniature mask,late 19th–20th century,19,19,Ivory,"h. 4.2 cm., w. 2.7 cm., d. 1.7 cm. (1 5/8 x 1 1/16 x 11/16 in.)","Gift of Perry E. H. Smith, Class of 1957","ceremonial object, ornament, pendant (jewelry)",,,artimage.princeton.edu/files/ProductionJpegs/INV009207.jpg,INV009207.jpg
33504,y1992-156,1992  156y,AAA,Early Intermediate; Sihuas,Early Intermediate Period; Sihuas,Vincha (diadem),200 B.C.–A.D. 200,-200,200,Silver,"h. 31.0 cm., w. 41.0 cm. (12 3/16 x 16 1/8 in.)","Gift of Dr. Daniel Rifkin, Class of 1962, and Mrs. Rifkin","diadems, ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1992-156.jpg,y1992-156.jpg
33707,y1992-163,1992  163y,P&D,"Attributed to the Luçon Master, French (Paris), active ca. 1390–1417",Luçon Master,Saint Margaret with a Lady Donor,ca. 1405,1400,1410,Tempera and gold leaf on parchment,18.5 x 13.6 cm. (7 5/16 x 5 3/8 in.),"Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","books of hours, manuscript (document genre), tempera",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1992-163.jpg,y1992-163.jpg
33616,y1993-17,1993   17y,AAA,Late Classic; Maya; Mo?-n Buluch Laj; Patron: Yajawte’ K’ihnich,Classic; Maya; Moon Buluk Laj; Yajawte’ K’ihnich,Cylinder Vase with Wahy Figures,ca. A.D. 755,750,760,Ceramic with polychrome slip,"h. 20.4 cm., diam. 16.3 cm. (8 1/16 x 6 7/16 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","ceramics, cylinder (solid), vase",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1993-17_f.jpg,y1993-17_f.jpg
33740,y1993-18,1993   18y,AAA,Late Classic; Maya; attributed to Mo?-n Buluch Laj; Patron: attributed to Yajawte’ K’ihnich,Classic; Maya; Moon Buluk Laj; Yajawte’ K’ihnich,Bowl with Wahy Figures,ca. A.D. 755,750,760,Ceramic with polychrome slip,"h. 8.2 cm., diam. 19.0 cm. (3 1/4 x 7 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","bowls (vessels), ceramics",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1993-18_f.jpg,y1993-18_f.jpg
33754,y1993-19,1993   19y,AAA,Late Classic; Maya; attributed to Mo?-n Buluch Laj; Patron: attributed to Yajawte’ K’ihnich,Classic; Maya; Moon Buluk Laj; Yajawte’ K’ihnich,Bowl with figures,ca. A.D. 755,750,760,Ceramic with polychrome slip,"h. 7.9 cm., diam. 21.0 cm. (3 1/8 x 8 1/4 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund","bowls (vessels), figures (representations)",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1993-19_a.jpg,y1993-19_a.jpg
33690,y1993-21,1993   21y,AAA,Late Intermediate; Chimú,Late Intermediate; Chimú,Bridge-spout vessel in the form of a dog suckling two puppies,A.D. 1000–1450,1000,1450,Blackware ceramic,"h. handle: 14.5 cm (5 11/16 in.)
h. spout: 16.3 cm (6 7/16 in.)
d. 10.6 cm., l. 20.0 cm. (4 3/16 x 7 7/8 in.)",Museum purchase,"spouts, vessels",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1993-21.jpg,y1993-21.jpg
18615,x1993-164,1993  164x,P&D,"Johann Wolfgang Baumgartner, German, 1712–1761","Baumgartner, Johann Wolfgang",Meeting of Rebecca and Isaac: Study for Vesper (Evening),ca. 1750,1745,1755,"Pen and black ink and brush and  gray wash heightened with white gouache over black chalk, incised, on two joined sheets of gray laid paper","sheet: 46.5 x 65.2 cm. (18 5/16 x 25 11/16 in.)
mount: 54.8 x 73.7 cm. (21 9/16 x 29 in.)","Museum purchase, John Maclean Magie, Class of 1892, and Gertrude Magie Fund","drawing, study (visual work)",,,artimage.princeton.edu/files/ProductionJpegs/x1993-164_1.jpg,x1993-164_1.jpg
34115,y1994-16,1994   16y,EPS,"Pinturicchio (Bernardino Di Betto), Italian, ca. 1452–1513","Pinturicchio Bernardino Di Betto,",Saint Bartholomew,ca. 1497,1492,1502,Tempera on wood panel,"59.6 x 51 cm. (23 7/16 x 20 1/16 in.)
frame: 100 x 89.5 x 16.5 cm. (39 3/8 x 35 1/4 x 6 1/2 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund, from the estate of Gentili di Giuseppe","painting (visual work), tempera",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1994-16.jpg,y1994-16.jpg
34052,y1994-17,1994   17y,EPS,"Philippe de Champaigne, French, born Brussels, 1602–1674","Champaigne, Philippe de",The Visitation,1643–48,1643,1648,Oil on canvas,"114.5 x 88.5 cm. (45 1/16 x 34 13/16 in.)
frame: 141.6 x 112.7 x 12.4 cm. (55 3/4 x 44 3/8 x 4 7/8 in.)","Museum purchase, Fowler McCormick, Class of 1921, Fund",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1994-17.jpg,y1994-17.jpg
34095,y1994-38,1994   38y,African,Akan artist,Akan,Prestige bracelet (benfra),late 19th–20th century,1870,1999,Gold,"h. 5.1 cm., d. 2.2 cm., diam. 10.8 cm. (2 x 7/8 x 4 1/4 in.)","Museum purchase, gift of the Hans A. Widenmann, Class of 1918, and Dorothy Widenmann Foundation","bracelet (jewelry), ceremonial objects, ornament",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1994-38.jpg,y1994-38.jpg
34137,y1994-77,1994   77y,EPS,"Balthasar van der Ast, Dutch, 1593/4–1657","van der Ast, Balthasar","Still Life:  Shells, Carnations, Lily of the valley, Crocii, Rose, Plums, Cherries and Insects on a Ledge",1630s–50s,1613,1657,Oil on wood panel,"24.1 x 32.3 cm. (9 1/2 x 12 11/16 in.)
frame: 34.9 x 43.5 x 7.3 cm. (13 3/4 x 17 1/8 x 2 7/8 in.)",Anonymous gift,oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1994-77.jpg,y1994-77.jpg
33952,y1994-136,1994  136y,American,"Georgia O'Keeffe, American, 1887–1986","O'Keeffe, Georgia",From a New Jersey Weekend II,1941,1941,1941,Oil on canvas,"91.5 x 61 cm. (36 x 24 in.)
frame: 104 × 73.3 × 3 cm (40 15/16 × 28 7/8 × 1 3/16 in.)",Gift of the Georgia O'Keeffe Foundation,paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1994-136.jpg,y1994-136.jpg
33873,y1994-151,1994  151y,American,"John Frederick Kensett, American, 1816–1872","Kensett, John Frederick",Lake George,ca. 1870,1865,1875,Oil on academy board,"36.2 x 61.9 cm. (14 1/4 x 24 3/8 in.)
frame: 65.7 × 91.5 cm (25 7/8 × 36 in.)","Bequest of Elaine King in memory of her husband, Col. Herbert G. King, Class of 1922",oil paintings,,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/y1994-151.jpg,y1994-151.jpg
45910,1995-59,1995   59,P&D,"Pierre-Antoine Patel, called Patel the Younger, French, 1648–1707","Patel, Pierre-Antoine",Winter landscape with bridge and castle,1693,1693,1693,Gouache on parchment,15.9 x 27 cm. (6 1/4 x 10 5/8 in.),"Museum purchase, Laura P. Hall Memorial Fund","drawings, gouaches",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1995-59.jpg,1995-59.jpg
2843,1995-187,1995  187,Asian,Javanese; Late East Javanese,Javanese; Javanese,Tree of Heaven hanging oil lamp,14th–15th century,1300,1499,Bronze,"h. 21.7 cm., w. 18.7 cm., d. 18.5 cm. (8 9/16 x 7 3/8 x 7 5/16 in.)","Gift of Mitchell Wolfson Jr., Class of 1963","bronzes, hanging lamps, oil lamp",,photo Bruce M. White,artimage.princeton.edu/files/ProductionJpegs/1995-187.jpg,1995-187.jpg
